SMSID,SourceMSISDN,DestinationMSISDN,SMSDate,Direction,MessageType,ChargeAmount
961,0740000010,0710000063,2026-01-20,MO,Transactional,50
962,0710000049,0740000041,2026-04-26,MO,Promotional,50
963,0740000039,0772123456,2026-06-18,MO,Promotional,50
964,0710000044,0755123456,2026-06-07,MO,Promotional,50
965,0710000067,0755123456,2026-02-01,MO,Promotional,50
966,0740000069,0710000003,2026-05-12,MO,Promotional,50
967,0740000047,0772123456,2026-01-08,MT,Promotional,50
968,0740000029,0710000011,2026-06-27,MO,Transactional,50
969,0740000036,0772123456,2026-01-24,MT,Transactional,50
970,0740000060,0755123456,2026-04-22,MT,Promotional,50
971,0710000033,0772123456,2026-06-25,MT,Transactional,50
972,0710000014,0740000075,2026-03-21,MO,Promotional,50
973,0710000093,0755123456,2026-04-25,MT,Transactional,50
974,0740000041,0772123456,2026-06-05,MT,Transactional,50
975,0740000026,0755123456,2026-04-06,MO,Transactional,50
976,0740000022,0710000005,2026-03-06,MT,Transactional,50
977,0740000078,0710000083,2026-04-01,MT,Promotional,50
978,0740000015,0755123456,2026-04-20,MO,Transactional,50
979,0710000032,0772123456,2026-06-18,MT,Transactional,50
980,0740000019,0755123456,2026-02-01,MO,Transactional,50
981,0740000089,0710000002,2026-03-26,MO,Transactional,50
982,0710000073,0772123456,2026-05-24,MO,Transactional,50
983,0710000037,0772123456,2026-05-15,MO,Promotional,50
984,0740000072,0740000036,2026-06-05,MO,Transactional,50
985,0710000088,0755123456,2026-03-23,MT,Promotional,50
986,0740000026,0755123456,2026-05-08,MO,Transactional,50
987,0740000054,0772123456,2026-04-26,MO,Transactional,50
988,0710000076,0772123456,2026-05-28,MO,Transactional,50
989,0710000003,0710000083,2026-01-02,MT,Transactional,50
990,0740000017,0772123456,2026-05-17,MO,Transactional,50
991,0710000083,0772123456,2026-05-01,MO,Transactional,50
992,0710000093,0755123456,2026-03-23,MT,Transactional,50
993,0710000011,0755123456,2026-05-07,MO,Transactional,50
994,0740000039,0755123456,2026-05-07,MO,Transactional,50
995,0710000080,0772123456,2026-02-27,MO,Promotional,50
996,0710000018,0755123456,2026-06-26,MT,Promotional,50
997,0740000022,0772123456,2026-04-05,MO,Promotional,50
998,0740000034,0772123456,2026-01-13,MT,Promotional,50
999,0740000034,0710000043,2026-06-06,MT,Transactional,50
1000,0710000090,0772123456,2026-05-30,MT,Promotional,50
